==========================================
=== MECCANO BASELINE (30ep) ===
==========================================
=== TRAINING ===
python traineval.py --ek_version=meccano --epochs=30 --batch_size=32 --num_classes=61 --seq_len_obs=10 --seq_len_unobs=3 --learnable_weight=True
training dataset size: 4679
evaluation dataset size: 2584
Epoch:0 (1/147) Data: 1.273503s | Batch: 1.895s | future_traj_r_loss: 0.368 | future_traj_l_loss: 0.210 | rec_r_loss: 1.001| rec_l_loss: 1.005| total_loss: 2.622 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.505 
Epoch:25 (77/147) Data: 0.000788s | Batch: 0.128s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.042 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.166 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:25 (78/147) Data: 0.000793s | Batch: 0.128s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.044 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.153 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:25 (79/147) Data: 0.000772s | Batch: 0.128s | future_traj_r_loss: 0.030 | future_traj_l_loss: 0.028 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.126 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.020 
Epoch:25 (80/147) Data: 0.000795s | Batch: 0.128s | future_traj_r_loss: 0.048 | future_traj_l_loss: 0.029 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.151 | future_valid_r: 29.0 | future_valid_l: 27.0 | obj_loss: 0.026 
Epoch:25 (81/147) Data: 0.000800s | Batch: 0.128s | future_traj_r_loss: 0.041 | future_traj_l_loss: 0.041 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.161 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.021 
Epoch:25 (82/147) Data: 0.000790s | Batch: 0.127s | future_traj_r_loss: 0.028 | future_traj_l_loss: 0.065 | rec_r_loss: 0.033| rec_l_loss: 0.034| total_loss: 0.189 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:25 (83/147) Data: 0.000853s | Batch: 0.127s | future_traj_r_loss: 0.028 | future_traj_l_loss: 0.030 | rec_r_loss: 0.032| rec_l_loss: 0.033| total_loss: 0.147 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.017 
Epoch:25 (84/147) Data: 0.000820s | Batch: 0.127s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.034 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.187 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.024 
Epoch:25 (85/147) Data: 0.000769s | Batch: 0.127s | future_traj_r_loss: 0.032 | future_traj_l_loss: 0.036 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.164 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.019 
Epoch:25 (86/147) Data: 0.000737s | Batch: 0.127s | future_traj_r_loss: 0.045 | future_traj_l_loss: 0.062 | rec_r_loss: 0.032| rec_l_loss: 0.033| total_loss: 0.184 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:25 (87/147) Data: 0.000805s | Batch: 0.127s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.054 | rec_r_loss: 0.032| rec_l_loss: 0.033| total_loss: 0.194 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.029 
Epoch:25 (88/147) Data: 0.000824s | Batch: 0.127s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.038 | rec_r_loss: 0.033| rec_l_loss: 0.031| total_loss: 0.138 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.020 
Epoch:25 (89/147) Data: 0.000814s | Batch: 0.127s | future_traj_r_loss: 0.029 | future_traj_l_loss: 0.054 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.178 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.016 
Epoch:25 (90/147) Data: 0.000808s | Batch: 0.127s | future_traj_r_loss: 0.050 | future_traj_l_loss: 0.056 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.203 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:25 (91/147) Data: 0.000801s | Batch: 0.127s | future_traj_r_loss: 0.034 | future_traj_l_loss: 0.026 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.146 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.015 
Epoch:25 (92/147) Data: 0.000778s | Batch: 0.127s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.040 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.181 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.018 
Epoch:25 (93/147) Data: 0.000786s | Batch: 0.127s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.022 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.130 | future_valid_r: 26.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:25 (94/147) Data: 0.000784s | Batch: 0.126s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.040 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.160 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.024 
Epoch:25 (95/147) Data: 0.000817s | Batch: 0.126s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.039 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.160 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:25 (96/147) Data: 0.000794s | Batch: 0.126s | future_traj_r_loss: 0.033 | future_traj_l_loss: 0.050 | rec_r_loss: 0.032| rec_l_loss: 0.033| total_loss: 0.161 | future_valid_r: 28.0 | future_valid_l: 32.0 | obj_loss: 0.021 
Epoch:25 (97/147) Data: 0.000832s | Batch: 0.126s | future_traj_r_loss: 0.024 | future_traj_l_loss: 0.039 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.148 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.013 
Epoch:25 (98/147) Data: 0.000816s | Batch: 0.126s | future_traj_r_loss: 0.039 | future_traj_l_loss: 0.033 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.144 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.019 
Epoch:25 (99/147) Data: 0.000766s | Batch: 0.126s | future_traj_r_loss: 0.060 | future_traj_l_loss: 0.065 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.207 | future_valid_r: 29.0 | future_valid_l: 29.0 | obj_loss: 0.022 
Epoch:25 (100/147) Data: 0.000773s | Batch: 0.126s | future_traj_r_loss: 0.053 | future_traj_l_loss: 0.040 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.163 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.021 
Epoch:25 (101/147) Data: 0.000791s | Batch: 0.126s | future_traj_r_loss: 0.030 | future_traj_l_loss: 0.035 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.154 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.015 
Epoch:25 (102/147) Data: 0.000777s | Batch: 0.126s | future_traj_r_loss: 0.033 | future_traj_l_loss: 0.031 | rec_r_loss: 0.030| rec_l_loss: 0.030| total_loss: 0.130 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.020 
Epoch:25 (103/147) Data: 0.000812s | Batch: 0.126s | future_traj_r_loss: 0.061 | future_traj_l_loss: 0.032 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.181 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.026 
Epoch:25 (104/147) Data: 0.000787s | Batch: 0.126s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.034 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.161 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.015 
Epoch:25 (105/147) Data: 0.000786s | Batch: 0.126s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.025 | rec_r_loss: 0.031| rec_l_loss: 0.030| total_loss: 0.147 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.021 
Epoch:25 (106/147) Data: 0.000769s | Batch: 0.126s | future_traj_r_loss: 0.033 | future_traj_l_loss: 0.035 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.155 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.020 
Epoch:25 (107/147) Data: 0.000769s | Batch: 0.125s | future_traj_r_loss: 0.039 | future_traj_l_loss: 0.041 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.173 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.025 
Epoch:25 (108/147) Data: 0.000780s | Batch: 0.125s | future_traj_r_loss: 0.069 | future_traj_l_loss: 0.054 | rec_r_loss: 0.032| rec_l_loss: 0.033| total_loss: 0.217 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:25 (109/147) Data: 0.000816s | Batch: 0.125s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.037 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.160 | future_valid_r: 31.0 | future_valid_l: 29.0 | obj_loss: 0.022 
Epoch:25 (110/147) Data: 0.000794s | Batch: 0.125s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.043 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.160 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.021 
Epoch:25 (111/147) Data: 0.000779s | Batch: 0.125s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.035 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.147 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:25 (112/147) Data: 0.000824s | Batch: 0.125s | future_traj_r_loss: 0.048 | future_traj_l_loss: 0.039 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.165 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.017 
Epoch:25 (113/147) Data: 0.000793s | Batch: 0.125s | future_traj_r_loss: 0.062 | future_traj_l_loss: 0.052 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.210 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.021 
Epoch:25 (114/147) Data: 0.000799s | Batch: 0.125s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.028 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.172 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.014 
Epoch:25 (115/147) Data: 0.000814s | Batch: 0.125s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.029 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.139 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.022 
Epoch:25 (116/147) Data: 0.000690s | Batch: 0.125s | future_traj_r_loss: 0.044 | future_traj_l_loss: 0.049 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.151 | future_valid_r: 29.0 | future_valid_l: 28.0 | obj_loss: 0.017 
Epoch:25 (117/147) Data: 0.000669s | Batch: 0.125s | future_traj_r_loss: 0.060 | future_traj_l_loss: 0.031 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.178 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.014 
Epoch:25 (118/147) Data: 0.000663s | Batch: 0.125s | future_traj_r_loss: 0.034 | future_traj_l_loss: 0.041 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.165 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.018 
Epoch:25 (119/147) Data: 0.000688s | Batch: 0.125s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.046 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.165 | future_valid_r: 30.0 | future_valid_l: 27.0 | obj_loss: 0.014 
Epoch:25 (120/147) Data: 0.000657s | Batch: 0.125s | future_traj_r_loss: 0.029 | future_traj_l_loss: 0.052 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.164 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.022 
Epoch:25 (121/147) Data: 0.000719s | Batch: 0.125s | future_traj_r_loss: 0.078 | future_traj_l_loss: 0.039 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.210 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.013 
Epoch:25 (122/147) Data: 0.000665s | Batch: 0.125s | future_traj_r_loss: 0.053 | future_traj_l_loss: 0.030 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.156 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.014 
Epoch:25 (123/147) Data: 0.000691s | Batch: 0.125s | future_traj_r_loss: 0.054 | future_traj_l_loss: 0.067 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.222 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.014 
Epoch:25 (124/147) Data: 0.000658s | Batch: 0.124s | future_traj_r_loss: 0.050 | future_traj_l_loss: 0.045 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.192 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:25 (125/147) Data: 0.000649s | Batch: 0.124s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.043 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.154 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.016 
Epoch:25 (126/147) Data: 0.000665s | Batch: 0.124s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.048 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.189 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:25 (127/147) Data: 0.000692s | Batch: 0.124s | future_traj_r_loss: 0.068 | future_traj_l_loss: 0.037 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.213 | future_valid_r: 30.0 | future_valid_l: 28.0 | obj_loss: 0.027 
Epoch:25 (128/147) Data: 0.000670s | Batch: 0.124s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.025 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.133 | future_valid_r: 28.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:25 (129/147) Data: 0.000655s | Batch: 0.124s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.051 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.199 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.025 
Epoch:25 (130/147) Data: 0.000661s | Batch: 0.124s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.021 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.127 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:25 (131/147) Data: 0.000663s | Batch: 0.124s | future_traj_r_loss: 0.045 | future_traj_l_loss: 0.039 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.186 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:25 (132/147) Data: 0.000658s | Batch: 0.124s | future_traj_r_loss: 0.062 | future_traj_l_loss: 0.032 | rec_r_loss: 0.033| rec_l_loss: 0.031| total_loss: 0.181 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:25 (133/147) Data: 0.000678s | Batch: 0.124s | future_traj_r_loss: 0.044 | future_traj_l_loss: 0.027 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.163 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.018 
Epoch:25 (134/147) Data: 0.000678s | Batch: 0.124s | future_traj_r_loss: 0.034 | future_traj_l_loss: 0.070 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.183 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.014 
Epoch:25 (135/147) Data: 0.000657s | Batch: 0.124s | future_traj_r_loss: 0.065 | future_traj_l_loss: 0.036 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.191 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:25 (136/147) Data: 0.000646s | Batch: 0.124s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.032 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.155 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.016 
Epoch:25 (137/147) Data: 0.000657s | Batch: 0.124s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.049 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.136 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.028 
Epoch:25 (138/147) Data: 0.000650s | Batch: 0.124s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.045 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.158 | future_valid_r: 31.0 | future_valid_l: 28.0 | obj_loss: 0.015 
Epoch:25 (139/147) Data: 0.000682s | Batch: 0.124s | future_traj_r_loss: 0.055 | future_traj_l_loss: 0.035 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.172 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.015 
Epoch:25 (140/147) Data: 0.000666s | Batch: 0.123s | future_traj_r_loss: 0.057 | future_traj_l_loss: 0.044 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.193 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.019 
Epoch:25 (141/147) Data: 0.000663s | Batch: 0.123s | future_traj_r_loss: 0.057 | future_traj_l_loss: 0.052 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.186 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.017 
Epoch:25 (142/147) Data: 0.000694s | Batch: 0.123s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.032 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.144 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.014 
Epoch:25 (143/147) Data: 0.000678s | Batch: 0.123s | future_traj_r_loss: 0.045 | future_traj_l_loss: 0.065 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.203 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:25 (144/147) Data: 0.000653s | Batch: 0.123s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.029 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.139 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.020 
Epoch:25 (145/147) Data: 0.000671s | Batch: 0.123s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.054 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.188 | future_valid_r: 28.0 | future_valid_l: 32.0 | obj_loss: 0.027 
Epoch:25 (146/147) Data: 0.000669s | Batch: 0.123s | future_traj_r_loss: 0.044 | future_traj_l_loss: 0.038 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.179 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:25 (147/147) Data: 0.000621s | Batch: 0.123s | future_traj_r_loss: 0.021 | future_traj_l_loss: 0.027 | rec_r_loss: 0.034| rec_l_loss: 0.032| total_loss: 0.122 | future_valid_r: 7.0 | future_valid_l: 7.0 | obj_loss: 0.035 
save epoch 26 checkpoint
Epoch:26 (1/147) Data: 0.647286s | Batch: 0.797s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.040 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.145 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.025 
Epoch:26 (2/147) Data: 0.000884s | Batch: 0.459s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.047 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.166 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.014 
Epoch:26 (3/147) Data: 0.000887s | Batch: 0.349s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.038 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.156 | future_valid_r: 28.0 | future_valid_l: 30.0 | obj_loss: 0.019 
Epoch:26 (4/147) Data: 0.001497s | Batch: 0.294s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.031 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.155 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.017 
Epoch:26 (5/147) Data: 0.000838s | Batch: 0.259s | future_traj_r_loss: 0.056 | future_traj_l_loss: 0.048 | rec_r_loss: 0.032| rec_l_loss: 0.033| total_loss: 0.193 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.013 
Epoch:26 (6/147) Data: 0.000789s | Batch: 0.236s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.036 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.152 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:26 (7/147) Data: 0.000801s | Batch: 0.220s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.039 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.153 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.015 
Epoch:26 (8/147) Data: 0.000828s | Batch: 0.207s | future_traj_r_loss: 0.056 | future_traj_l_loss: 0.041 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.179 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:26 (9/147) Data: 0.001571s | Batch: 0.197s | future_traj_r_loss: 0.033 | future_traj_l_loss: 0.031 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.144 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.017 
Epoch:26 (10/147) Data: 0.000813s | Batch: 0.190s | future_traj_r_loss: 0.055 | future_traj_l_loss: 0.030 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.164 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:26 (11/147) Data: 0.000770s | Batch: 0.183s | future_traj_r_loss: 0.033 | future_traj_l_loss: 0.034 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.165 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.026 
Epoch:26 (12/147) Data: 0.000800s | Batch: 0.178s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.031 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.160 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.015 
Epoch:26 (13/147) Data: 0.000802s | Batch: 0.173s | future_traj_r_loss: 0.080 | future_traj_l_loss: 0.033 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.183 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:26 (14/147) Data: 0.000786s | Batch: 0.170s | future_traj_r_loss: 0.057 | future_traj_l_loss: 0.032 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.181 | future_valid_r: 31.0 | future_valid_l: 28.0 | obj_loss: 0.015 
Epoch:26 (15/147) Data: 0.000809s | Batch: 0.166s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.055 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.191 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.015 
Epoch:26 (16/147) Data: 0.000807s | Batch: 0.163s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.039 | rec_r_loss: 0.033| rec_l_loss: 0.031| total_loss: 0.162 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.021 
Epoch:26 (17/147) Data: 0.000801s | Batch: 0.161s | future_traj_r_loss: 0.034 | future_traj_l_loss: 0.055 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.178 | future_valid_r: 31.0 | future_valid_l: 27.0 | obj_loss: 0.022 
Epoch:26 (18/147) Data: 0.000791s | Batch: 0.159s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.029 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.161 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:26 (19/147) Data: 0.000816s | Batch: 0.157s | future_traj_r_loss: 0.026 | future_traj_l_loss: 0.025 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.132 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.021 
Epoch:26 (20/147) Data: 0.000801s | Batch: 0.155s | future_traj_r_loss: 0.039 | future_traj_l_loss: 0.035 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.147 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.018 
Epoch:26 (21/147) Data: 0.000820s | Batch: 0.153s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.050 | rec_r_loss: 0.031| rec_l_loss: 0.032| total_loss: 0.189 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.016 
Epoch:26 (22/147) Data: 0.000813s | Batch: 0.152s | future_traj_r_loss: 0.041 | future_traj_l_loss: 0.042 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.156 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.021 
Epoch:26 (23/147) Data: 0.000761s | Batch: 0.150s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.029 | rec_r_loss: 0.031| rec_l_loss: 0.030| total_loss: 0.157 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.019 
Epoch:26 (24/147) Data: 0.000832s | Batch: 0.149s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.053 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.203 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.019 
Epoch:26 (25/147) Data: 0.000773s | Batch: 0.148s | future_traj_r_loss: 0.064 | future_traj_l_loss: 0.067 | rec_r_loss: 0.032| rec_l_loss: 0.032| total_loss: 0.223 | future_valid_r: 28.0 | future_valid_l: 30.0 | obj_loss: 0.022 
Epoch:26 (26/147) Data: 0.000788s | Batch: 0.147s | future_traj_r_loss: 0.026 | future_traj_l_loss: 0.046 | rec_r_loss: 0.032| rec_l_loss: 0.031| total_loss: 0.148 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:26 (27/147) Data: 0.000768s | Batch: 0.146s | future_traj_r_loss: 0.039 | future_traj_l_loss: 0.033 | rec_r_loss: 0.031| rec_l_loss: 0.031| total_loss: 0.164 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.022 
